,first_road_class,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,preciptype,conditions,icon
1513,6,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
1514,4,6,30,3,4,5,2,rain,"Rain, Overcast",rain
1515,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
1516,4,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
1517,3,3,40,3,1,1,2,rain,"Rain, Partially cloudy",rain
1518,6,6,20,0,1,1,2,rain,"Rain, Partially cloudy",rain
1519,3,6,40,6,4,5,2,rain,"Rain, Partially cloudy",rain
1520,6,6,30,0,4,4,1,rain,"Rain, Partially cloudy",rain
1521,3,6,30,6,1,1,1,"rain,snow","Snow, Rain, Partially cloudy",rain
1522,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1523,6,6,20,0,1,1,1,rain,Rain,rain
1524,6,6,30,0,4,1,1,rain,"Rain, Overcast",rain
1525,3,6,30,0,1,1,2,rain,"Rain, Overcast",rain
1526,6,6,20,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
1527,3,6,40,0,4,1,1,rain,Partially cloudy,partly-cloudy-day
1528,4,6,30,3,4,1,1,rain,Partially cloudy,partly-cloudy-day
1529,6,6,20,3,4,2,2,rain,"Rain, Partially cloudy",rain
1530,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1531,4,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
1532,3,6,30,0,7,2,2,rain,"Rain, Partially cloudy",rain
1533,6,6,30,3,4,1,1,None,Clear,clear-day
1534,3,6,30,0,1,1,1,None,Clear,clear-day
1535,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1536,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1537,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
1538,6,6,20,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
1539,3,6,30,6,4,2,2,None,Partially cloudy,partly-cloudy-day
1540,3,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
1541,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
1542,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1543,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1544,6,6,20,3,1,1,1,rain,Overcast,cloudy
1545,6,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1546,3,6,30,9,1,1,1,rain,"Rain, Partially cloudy",rain
1547,6,1,20,1,1,1,1,None,Partially cloudy,partly-cloudy-day
1548,4,6,30,6,4,1,1,None,Partially cloudy,partly-cloudy-day
1549,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
1550,3,6,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
1551,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1552,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
1553,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1554,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1555,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1556,3,1,30,1,1,1,1,rain,"Rain, Partially cloudy",rain
1557,4,1,30,2,1,1,1,rain,Partially cloudy,partly-cloudy-day
1558,6,6,30,5,1,1,1,None,Partially cloudy,partly-cloudy-day
1559,3,6,20,0,1,1,1,None,Clear,clear-day
1560,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1561,6,6,30,2,1,1,1,rain,"Rain, Partially cloudy",rain
1562,3,6,20,9,1,1,1,None,Clear,clear-day
1563,6,6,20,3,1,4,2,rain,"Rain, Partially cloudy",rain
1564,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1565,6,6,30,3,1,1,1,None,Clear,clear-day
1566,3,6,30,0,1,1,1,None,Clear,clear-day
1567,3,1,30,1,1,1,1,None,Clear,clear-day
1568,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1569,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1570,6,6,30,0,1,1,1,None,Clear,clear-day
1571,5,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1572,3,6,20,0,4,1,1,None,Partially cloudy,partly-cloudy-day
1573,3,3,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1574,3,6,30,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1575,3,6,30,3,1,1,1,None,Clear,clear-day
1576,5,6,20,3,5,1,1,None,Clear,clear-day
1577,6,6,30,3,1,1,1,None,Clear,clear-day
1578,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1579,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
1580,6,6,30,1,1,1,1,None,Partially cloudy,partly-cloudy-day
1581,6,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1582,6,6,20,6,1,1,1,None,Clear,clear-day
1583,6,6,30,3,1,2,2,rain,"Rain, Partially cloudy",rain
1584,6,6,30,3,1,1,1,None,Clear,clear-day
1585,6,6,20,0,1,1,1,rain,Rain,rain
1586,3,6,30,6,1,1,1,None,Clear,clear-day
1587,6,6,20,0,4,1,1,rain,Partially cloudy,partly-cloudy-day
1588,3,3,40,3,1,1,1,rain,"Rain, Partially cloudy",rain
1589,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1590,3,6,30,3,1,1,1,rain,Partially cloudy,partly-cloudy-day
1591,6,6,30,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
1592,3,6,40,0,4,1,1,None,Partially cloudy,partly-cloudy-day
1593,6,6,30,0,4,1,1,rain,Partially cloudy,partly-cloudy-day
1594,3,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
1595,4,6,30,0,1,1,1,None,Clear,clear-day
1596,3,6,30,3,4,9,1,None,Clear,clear-day
1597,6,6,20,3,4,1,1,None,Clear,clear-day
1598,6,3,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
1599,4,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
1600,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1601,3,6,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1602,6,6,20,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1603,6,6,30,0,1,1,1,None,Clear,clear-day
1604,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1605,6,6,30,0,1,1,1,rain,Partially cloudy,partly-cloudy-day
1606,3,6,30,9,1,1,1,rain,Partially cloudy,partly-cloudy-day
1607,1,3,70,0,1,1,1,None,Partially cloudy,partly-cloudy-day
1608,3,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1609,6,6,30,3,7,2,2,"rain,snow","Snow, Rain, Overcast",snow
1610,6,6,20,0,1,1,1,None,Clear,clear-day
1611,6,6,30,1,1,1,1,None,Clear,clear-day
1612,6,6,20,6,1,1,1,None,Clear,clear-day
1613,6,6,20,0,1,1,1,None,Clear,clear-day
1614,6,6,20,9,1,1,1,rain,"Rain, Partially cloudy",rain
1615,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1616,3,6,40,0,1,1,2,rain,"Rain, Overcast",rain
1617,6,6,20,6,4,1,1,rain,"Rain, Overcast",rain
1618,4,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
1619,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
1620,4,6,30,6,1,1,1,rain,Partially cloudy,partly-cloudy-day
1621,6,6,30,3,4,1,1,rain,"Rain, Overcast",rain
1622,4,6,20,6,4,1,1,None,Partially cloudy,partly-cloudy-day
1623,4,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
1624,6,6,20,3,1,9,1,None,Partially cloudy,partly-cloudy-day
1625,3,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
1626,3,3,30,3,1,2,2,rain,"Rain, Partially cloudy",rain
1627,3,6,30,0,1,1,1,rain,Clear,clear-day
1628,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1629,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1630,3,6,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
1631,6,6,20,3,1,1,1,None,Clear,clear-day
1632,4,6,20,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1633,1,7,30,3,4,1,1,None,Clear,clear-day
1634,3,3,30,3,1,1,1,None,Partially cloudy,partly-cloudy-day
1635,4,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1636,3,2,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1637,3,3,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1638,3,6,30,0,1,1,2,rain,"Rain, Partially cloudy",rain
1639,3,6,30,3,1,2,2,rain,"Rain, Partially cloudy",rain
1640,6,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1641,6,6,30,8,1,5,2,rain,"Rain, Partially cloudy",rain
1642,6,6,20,3,4,1,2,rain,"Rain, Partially cloudy",rain
1643,6,6,30,3,4,1,1,rain,"Rain, Partially cloudy",rain
1644,6,6,20,6,4,1,1,rain,"Rain, Overcast",rain
1645,6,6,20,6,1,1,1,rain,"Rain, Partially cloudy",rain
1646,3,6,30,3,4,1,1,rain,Rain,rain
1647,3,6,20,0,4,1,1,rain,Rain,rain
1648,6,6,30,6,4,1,1,rain,Rain,rain
1649,6,6,30,6,4,1,1,rain,"Rain, Partially cloudy",rain
1650,6,6,30,0,4,2,2,rain,"Rain, Partially cloudy",rain
1651,6,6,20,3,4,1,2,rain,"Rain, Partially cloudy",rain
1652,6,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1653,6,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1654,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
1655,6,6,20,8,1,1,1,rain,"Rain, Partially cloudy",rain
1656,3,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1657,4,6,20,6,4,1,1,rain,"Rain, Partially cloudy",rain
1658,3,2,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1659,3,6,20,3,1,1,2,rain,"Rain, Partially cloudy",rain
1660,3,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
1661,6,6,30,3,1,1,2,rain,"Rain, Partially cloudy",rain
1662,6,1,20,1,1,1,1,rain,"Rain, Partially cloudy",rain
1663,4,6,20,8,4,2,2,rain,"Rain, Partially cloudy",rain
1664,4,1,30,1,1,8,1,rain,"Rain, Partially cloudy",rain
1665,3,6,30,3,4,2,2,rain,"Rain, Partially cloudy",rain
1666,3,6,30,3,1,1,2,rain,"Rain, Partially cloudy",rain
1667,3,6,30,0,1,1,1,rain,"Rain, Partially cloudy",rain
1668,6,6,20,0,4,1,1,rain,"Rain, Partially cloudy",rain
1669,3,6,30,3,1,1,1,rain,"Rain, Partially cloudy",rain
1670,3,6,40,6,1,1,1,rain,"Rain, Partially cloudy",rain
1671,6,6,30,0,4,1,1,rain,Overcast,cloudy
1672,3,6,20,3,4,1,1,None,Partially cloudy,partly-cloudy-day
1673,6,6,20,6,5,1,2,rain,"Rain, Partially cloudy",rain
1674,3,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
1675,6,6,30,0,1,1,1,None,Clear,clear-day
1676,6,6,30,0,4,1,1,rain,"Rain, Partially cloudy",rain
1677,4,6,20,0,1,1,1,rain,"Rain, Partially cloudy",rain
1678,3,6,20,3,1,2,2,rain,"Rain, Partially cloudy",rain
1679,4,6,20,3,4,1,1,rain,"Rain, Partially cloudy",rain
1680,3,6,30,3,4,5,2,rain,"Rain, Partially cloudy",rain
1681,3,6,20,3,1,1,1,rain,"Rain, Overcast",rain
1682,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1683,4,6,30,8,1,1,1,None,Partially cloudy,partly-cloudy-day
1684,4,6,30,6,4,1,1,"rain,snow","Snow, Rain, Overcast",rain
1685,3,6,20,0,1,1,1,rain,"Rain, Overcast",rain
1686,1,7,70,0,4,1,1,rain,"Rain, Overcast",rain
1687,3,6,30,0,4,1,1,rain,Rain,rain
1688,3,1,30,1,1,1,1,rain,Rain,rain
1689,3,1,30,1,4,1,2,None,Partially cloudy,partly-cloudy-day
1690,3,6,30,0,1,1,2,None,Clear,clear-day
1691,3,6,20,3,4,1,1,None,Clear,clear-day
1692,6,6,40,0,1,2,2,rain,"Rain, Partially cloudy",rain
1693,3,6,20,3,1,1,1,rain,"Rain, Partially cloudy",rain
1694,6,6,30,6,1,1,1,rain,"Rain, Partially cloudy",rain
1695,6,6,20,6,4,1,2,snow,Overcast,cloudy
1696,4,6,30,3,1,1,4,None,Partially cloudy,partly-cloudy-day
1697,3,3,40,0,1,9,4,None,Clear,clear-day
1698,4,6,20,3,1,1,1,rain,Rain,rain
1699,3,6,30,3,4,2,2,rain,"Rain, Partially cloudy",rain
1700,6,6,30,3,6,1,1,None,Clear,clear-day
1701,6,6,30,3,4,4,2,rain,"Rain, Partially cloudy",rain
1702,6,6,40,0,1,1,2,rain,"Rain, Partially cloudy",rain
1703,3,6,30,3,4,2,2,"rain,snow","Snow, Rain, Partially cloudy",rain
1704,6,6,30,3,4,1,2,"rain,snow","Snow, Rain, Overcast",snow
